id,food_name,classification,rewritten_name,cached_at
5497,"Cheese, mexican, queso chihuahua",non_vegan,,2026-05-26T01:58:28.094940+00:00
5498,"Cheese, mexican, queso cotija",non_vegan,,2026-05-26T01:58:28.095092+00:00
5499,"Cheese, monterey",non_vegan,,2026-05-26T01:58:28.095211+00:00
5500,"Cheese, monterey jack, solid",non_vegan,,2026-05-26T01:58:28.099090+00:00
5501,"Cheese, monterey, low fat",non_vegan,,2026-05-26T01:58:28.099344+00:00
5502,"Cheese, mozzarella, low moisture, part-skim",non_vegan,,2026-05-26T01:58:28.099490+00:00
5503,"Cheese, mozzarella, low moisture, part-skim, shredded",non_vegan,,2026-05-26T01:58:28.099654+00:00
5504,"Cheese, mozzarella, low sodium",non_vegan,,2026-05-26T01:58:28.099784+00:00
5505,"Cheese, mozzarella, nonfat",non_vegan,,2026-05-26T01:58:28.099894+00:00
5506,"Cheese, mozzarella, part skim milk",non_vegan,,2026-05-26T01:58:28.100030+00:00
5507,"Cheese, mozzarella, whole milk",non_vegan,,2026-05-26T01:58:28.100162+00:00
5508,"Cheese, mozzarella, whole milk, low moisture",non_vegan,,2026-05-26T01:58:28.100336+00:00
5509,"Cheese, muenster",non_vegan,,2026-05-26T01:58:28.100450+00:00
5510,"Cheese, muenster, low fat",non_vegan,,2026-05-26T01:58:28.100575+00:00
5511,"Cheese, neufchatel",non_vegan,,2026-05-26T01:58:28.100677+00:00
5512,"Cheese, oaxaca, solid",non_vegan,,2026-05-26T01:58:28.100771+00:00
5513,"Cheese, parmesan, dry grated, reduced fat",non_vegan,,2026-05-26T01:58:28.100938+00:00
5514,"Cheese, parmesan, grated",non_vegan,,2026-05-26T01:58:28.101046+00:00
5515,"Cheese, parmesan, grated, refrigerated",non_vegan,,2026-05-26T01:58:28.101146+00:00
5516,"Cheese, parmesan, hard",non_vegan,,2026-05-26T01:58:28.101241+00:00
5517,"Cheese, parmesan, low sodium",non_vegan,,2026-05-26T01:58:28.101403+00:00
5518,"Cheese, parmesan, shredded",non_vegan,,2026-05-26T01:58:28.101526+00:00
5519,"Cheese, pasteurized process cheese food or product, American, singles",non_vegan,,2026-05-26T01:58:28.101628+00:00
5520,"Cheese, pasteurized process, American, fortified with vitamin D",non_vegan,,2026-05-26T01:58:28.101765+00:00
5521,"Cheese, pasteurized process, American, low fat",non_vegan,,2026-05-26T01:58:28.101911+00:00
5522,"Cheese, pasteurized process, American, without added vitamin D",non_vegan,,2026-05-26T01:58:28.102051+00:00
5523,"Cheese, pasteurized process, cheddar or American, low sodium",non_vegan,,2026-05-26T01:58:28.102192+00:00
5524,"Cheese, pasteurized process, pimento",non_vegan,,2026-05-26T01:58:28.103070+00:00
5525,"Cheese, pasteurized process, swiss",non_vegan,,2026-05-26T01:58:28.103229+00:00
5526,"Cheese, port de salut",non_vegan,,2026-05-26T01:58:28.103435+00:00
5527,"Cheese, provolone",non_vegan,,2026-05-26T01:58:28.103602+00:00
5528,"Cheese, provolone, reduced fat",non_vegan,,2026-05-26T01:58:28.103745+00:00
5529,"Cheese, provolone, sliced",non_vegan,,2026-05-26T01:58:28.103884+00:00
5530,"Cheese, queso fresco, solid",non_vegan,,2026-05-26T01:58:28.104021+00:00
5531,"Cheese, ricotta, part skim milk",non_vegan,,2026-05-26T01:58:28.104166+00:00
5532,"Cheese, ricotta, whole milk",non_vegan,,2026-05-26T01:58:28.104340+00:00
5533,"Cheese, romano",non_vegan,,2026-05-26T01:58:28.104495+00:00
5534,"Cheese, roquefort",non_vegan,,2026-05-26T01:58:28.104637+00:00
5535,"Cheese, swiss",non_vegan,,2026-05-26T01:58:28.104737+00:00
5536,"Cheese, swiss, low fat",non_vegan,,2026-05-26T01:58:28.104835+00:00
5537,"Cereals, oats, regular and quick, not fortified, dry",vegan,,2026-05-26T01:58:33.334137+00:00
5538,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",vegan,,2026-05-26T01:58:33.334622+00:00
5539,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",non_vegan,,2026-05-26T01:58:33.334760+00:00
5540,"Cereals, QUAKER, corn grits, instant, plain, dry",vegan,,2026-05-26T01:58:33.334872+00:00
5541,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",vegan,,2026-05-26T01:58:33.334973+00:00
5542,"Cereals, QUAKER, hominy grits, white, quick, dry",vegan,,2026-05-26T01:58:33.335095+00:00
5543,"Cereals, QUAKER, hominy grits, white, regular, dry",vegan,,2026-05-26T01:58:33.335201+00:00
5544,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry",non_vegan,,2026-05-26T01:58:33.335381+00:00
5545,"Cereals, QUAKER, Instant Grits, Butter flavor, dry",non_vegan,,2026-05-26T01:58:33.335494+00:00
5546,"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",non_vegan,,2026-05-26T01:58:33.335590+00:00
5547,"Cereals, QUAKER, Instant Grits, Ham 'n' Cheese flavor, dry",non_vegan,,2026-05-26T01:58:33.335726+00:00
5548,"Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry",non_vegan,,2026-05-26T01:58:33.335827+00:00
5549,"Cereals, QUAKER, Instant Oatmeal Organic, Regular",vegan,,2026-05-26T01:58:33.335955+00:00
5550,"Cereals, QUAKER, Instant Oatmeal, Apple and Cinnamon, reduced sugar",vegan,,2026-05-26T01:58:33.336066+00:00
5551,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",vegan,,2026-05-26T01:58:33.336172+00:00
5552,"Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry",vegan,,2026-05-26T01:58:33.336308+00:00
5553,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar",vegan,,2026-05-26T01:58:33.336411+00:00
5554,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber",vegan,,2026-05-26T01:58:33.336502+00:00
5555,"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",vegan,,2026-05-26T01:58:33.336595+00:00
5556,"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",vegan,,2026-05-26T01:58:33.336687+00:00
5557,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",non_vegan,,2026-05-26T01:58:33.336782+00:00
5558,"Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar",non_vegan,,2026-05-26T01:58:33.336902+00:00
5559,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",vegan,,2026-05-26T01:58:33.337042+00:00
5560,"Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry",vegan,,2026-05-26T01:58:33.337179+00:00
5561,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",vegan,,2026-05-26T01:58:33.337462+00:00
5562,"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",vegan,,2026-05-26T01:58:33.337618+00:00
5563,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",vegan,,2026-05-26T01:58:33.337755+00:00
5564,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",vegan,,2026-05-26T01:58:33.337892+00:00
5565,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",vegan,,2026-05-26T01:58:33.338022+00:00
5566,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",vegan,,2026-05-26T01:58:33.338156+00:00
5567,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",vegan,,2026-05-26T01:58:33.338326+00:00
5568,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",vegan,,2026-05-26T01:58:33.338478+00:00
5569,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",vegan,,2026-05-26T01:58:33.338622+00:00
5570,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",vegan,,2026-05-26T01:58:33.338773+00:00
5571,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt",vegan,,2026-05-26T01:58:33.338916+00:00
5572,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt",vegan,,2026-05-26T01:58:33.339061+00:00
5573,"Cereals, QUAKER, Quick Oats with Iron, Dry",vegan,,2026-05-26T01:58:33.339195+00:00
5574,"Cereals, QUAKER, Quick Oats, Dry",vegan,,2026-05-26T01:58:33.339499+00:00
5575,"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",vegan,,2026-05-26T01:58:33.339640+00:00
5576,"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",vegan,,2026-05-26T01:58:33.339773+00:00
5577,"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",vegan,,2026-05-26T01:58:33.339927+00:00
5578,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",vegan,,2026-05-26T01:58:33.340063+00:00
5579,"Cereals, WHEATENA, cooked with water",vegan,,2026-05-26T01:58:33.340209+00:00
5580,"Cereals, WHEATENA, cooked with water, with salt",vegan,,2026-05-26T01:58:33.340375+00:00
5581,"Cereals, WHEATENA, dry",vegan,,2026-05-26T01:58:33.340515+00:00
5582,"Cereals, whole wheat hot natural cereal, cooked with water, with salt",vegan,,2026-05-26T01:58:33.340650+00:00
5583,"Cereals, whole wheat hot natural cereal, cooked with water, without salt",vegan,,2026-05-26T01:58:33.340775+00:00
5584,"Cereals, whole wheat hot natural cereal, dry",vegan,,2026-05-26T01:58:33.340905+00:00
5585,"Chard, swiss, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:58:33.341038+00:00
5586,"Chard, swiss, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:58:33.341168+00:00
5587,"Cereals ready-to-eat, POST, GOLDEN CRISP",non_vegan,,2026-05-26T01:58:44.607184+00:00
5588,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",vegan,,2026-05-26T01:58:44.607518+00:00
5589,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes",vegan,,2026-05-26T01:58:44.607651+00:00
5590,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal",non_vegan,,2026-05-26T01:58:44.607757+00:00
5591,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",non_vegan,,2026-05-26T01:58:44.607857+00:00
5592,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",non_vegan,,2026-05-26T01:58:44.607958+00:00
5593,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",non_vegan,,2026-05-26T01:58:44.608065+00:00
5594,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",non_vegan,,2026-05-26T01:58:44.608177+00:00
5595,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds",non_vegan,,2026-05-26T01:58:44.608314+00:00
5596,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberries",non_vegan,,2026-05-26T01:58:44.611609+00:00
5597,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",non_vegan,,2026-05-26T01:58:44.611765+00:00
5598,"Cereals ready-to-eat, POST, Honeycomb Cereal",non_vegan,,2026-05-26T01:58:44.611875+00:00
5599,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",vegan,,2026-05-26T01:58:44.611966+00:00
5600,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",vegan,,2026-05-26T01:58:44.612053+00:00
5601,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",vegan,,2026-05-26T01:58:44.612185+00:00
5602,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",vegan,,2026-05-26T01:58:44.612315+00:00
5603,"Cereals ready-to-eat, Post, Waffle Crisp",non_vegan,,2026-05-26T01:58:44.612420+00:00
5604,"Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple",vegan,,2026-05-26T01:58:44.612531+00:00
5605,"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",ambiguous,,2026-05-26T01:58:44.612623+00:00
5606,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",non_vegan,,2026-05-26T01:58:44.612715+00:00
5607,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH",vegan,,2026-05-26T01:58:44.612814+00:00
5608,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES",vegan,,2026-05-26T01:58:44.612911+00:00
5609,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch",vegan,,2026-05-26T01:58:44.613006+00:00
5610,"Cereals ready-to-eat, QUAKER, Cap'n Crunch's OOPS! All Berries Cereal",vegan,,2026-05-26T01:58:44.613123+00:00
5611,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",ambiguous,,2026-05-26T01:58:44.613332+00:00
5612,"Cereals ready-to-eat, QUAKER, Christmas Crunch",vegan,,2026-05-26T01:58:44.613476+00:00
5613,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",non_vegan,,2026-05-26T01:58:44.613619+00:00
5614,"Cereals ready-to-eat, QUAKER, KING VITAMAN",vegan,,2026-05-26T01:58:44.613754+00:00
5615,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",ambiguous,,2026-05-26T01:58:44.613886+00:00
5616,"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal",vegan,,2026-05-26T01:58:44.614015+00:00
5617,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",non_vegan,,2026-05-26T01:58:44.614163+00:00
5618,"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS",ambiguous,,2026-05-26T01:58:44.614328+00:00
5619,"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS",ambiguous,,2026-05-26T01:58:44.614464+00:00
5620,"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal",ambiguous,,2026-05-26T01:58:44.614598+00:00
5621,"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal",vegan,,2026-05-26T01:58:44.614780+00:00
5622,"Cereals ready-to-eat, QUAKER, Natural Granola Apple Cranberry Almond",non_vegan,,2026-05-26T01:58:44.614917+00:00
5623,"Cereals ready-to-eat, QUAKER, Oatmeal Squares",vegan,,2026-05-26T01:58:44.618039+00:00
5624,"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",vegan,,2026-05-26T01:58:44.618228+00:00
5625,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",non_vegan,,2026-05-26T01:58:44.618407+00:00
5626,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",vegan,,2026-05-26T01:58:44.618548+00:00
5627,"Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal",non_vegan,,2026-05-26T01:58:44.618689+00:00
5628,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",vegan,,2026-05-26T01:58:44.618818+00:00
5629,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",vegan,,2026-05-26T01:58:44.619233+00:00
5630,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",vegan,,2026-05-26T01:58:44.619407+00:00
5631,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",vegan,,2026-05-26T01:58:44.619542+00:00
5632,"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal",vegan,,2026-05-26T01:58:44.619695+00:00
5633,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP",ambiguous,,2026-05-26T01:58:44.619842+00:00
5634,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",vegan,,2026-05-26T01:58:44.619978+00:00
5635,"Cereals ready-to-eat, RALSTON Corn Biscuits",vegan,,2026-05-26T01:58:44.620429+00:00
5636,"Cereals ready-to-eat, RALSTON Corn Flakes",vegan,,2026-05-26T01:58:44.620598+00:00
5637,"Chicken, broiler, rotisserie, BBQ, breast, meat only",non_vegan,,2026-05-26T01:58:44.809095+00:00
5638,"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",non_vegan,,2026-05-26T01:58:44.809414+00:00
5639,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",non_vegan,,2026-05-26T01:58:44.809600+00:00
5640,"Chicken, broiler, rotisserie, BBQ, skin",non_vegan,,2026-05-26T01:58:44.809754+00:00
5641,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",non_vegan,,2026-05-26T01:58:44.809918+00:00
5642,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",non_vegan,,2026-05-26T01:58:44.810055+00:00
5643,"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",non_vegan,,2026-05-26T01:58:44.810190+00:00
5644,"Chicken, broiler, rotisserie, BBQ, wing, meat only",non_vegan,,2026-05-26T01:58:44.810359+00:00
5645,"Chicken, broilers or fryers,  rotisserie, original seasoning, drumstick, meat and skin, cooked",non_vegan,,2026-05-26T01:58:44.810494+00:00
5646,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:44.810625+00:00
5647,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:44.810775+00:00
5648,"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:44.810977+00:00
5649,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:44.811128+00:00
5650,"Chicken, broilers or fryers, back, meat and skin, raw",non_vegan,,2026-05-26T01:58:44.811327+00:00
5651,"Chicken, broilers or fryers, back, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:44.811486+00:00
5652,"Chicken, broilers or fryers, back, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:44.811648+00:00
5653,"Chicken, broilers or fryers, back, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:44.811801+00:00
5654,"Chicken, broilers or fryers, back, meat only, raw",non_vegan,,2026-05-26T01:58:44.811990+00:00
5655,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:44.812562+00:00
5656,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:44.812756+00:00
5657,"Chicken, broilers or fryers, breast, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:44.812912+00:00
5658,"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:44.813046+00:00
5659,"Chicken, broilers or fryers, breast, meat and skin, raw",non_vegan,,2026-05-26T01:58:44.813148+00:00
5660,"Chicken, broilers or fryers, breast, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:44.813255+00:00
5661,"Chicken, broilers or fryers, breast, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:44.813460+00:00
5662,"Chicken, broilers or fryers, breast, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:44.813539+00:00
5663,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",non_vegan,,2026-05-26T01:58:44.813596+00:00
5664,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",non_vegan,,2026-05-26T01:58:44.813658+00:00
5665,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",non_vegan,,2026-05-26T01:58:44.813789+00:00
5666,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:44.813893+00:00
5667,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",non_vegan,,2026-05-26T01:58:44.814015+00:00
5668,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:44.814113+00:00
5669,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:44.814222+00:00
5670,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:44.814510+00:00
5671,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:44.814583+00:00
5672,"Chicken, broilers or fryers, dark meat, meat and skin, raw",non_vegan,,2026-05-26T01:58:44.814657+00:00
5673,"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:44.814719+00:00
5674,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:44.814775+00:00
5675,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:44.814844+00:00
5676,"Chicken, broilers or fryers, dark meat, meat only, raw",non_vegan,,2026-05-26T01:58:44.814944+00:00
5677,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",non_vegan,,2026-05-26T01:58:44.815084+00:00
5678,"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",non_vegan,,2026-05-26T01:58:44.815185+00:00
5679,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",non_vegan,,2026-05-26T01:58:44.815309+00:00
5680,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:44.815415+00:00
5681,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:44.815512+00:00
5682,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:44.815608+00:00
5683,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:44.815704+00:00
5684,"Chicken, broilers or fryers, drumstick, meat and skin, raw",non_vegan,,2026-05-26T01:58:44.815796+00:00
5685,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:44.815860+00:00
5686,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:44.815919+00:00
5687,"Cheese, swiss, low sodium",non_vegan,,2026-05-26T01:58:48.041915+00:00
5688,"Cheese, Swiss, nonfat or fat free",non_vegan,,2026-05-26T01:58:48.042187+00:00
5689,"Cheese, tilsit",non_vegan,,2026-05-26T01:58:48.042357+00:00
5690,"Cheese, white, queso blanco",non_vegan,,2026-05-26T01:58:48.042478+00:00
5691,"Cheesefurter, cheese smokie, pork, beef",non_vegan,,2026-05-26T01:58:48.042584+00:00
5692,"Cherimoya, raw",vegan,,2026-05-26T01:58:48.042697+00:00
5693,"Cherries, sour, canned, water pack, drained",vegan,,2026-05-26T01:58:48.042805+00:00
5694,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.042917+00:00
5695,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.043022+00:00
5696,"Cherries, sour, red, canned, light syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.043125+00:00
5697,"Cherries, sour, red, canned, water pack, solids and liquids",vegan,,2026-05-26T01:58:48.043222+00:00
5698,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",vegan,,2026-05-26T01:58:48.046577+00:00
5699,"Cherries, sour, red, raw",vegan,,2026-05-26T01:58:48.046748+00:00
5700,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.046863+00:00
5701,"Cherries, sweet, canned, juice pack, solids and liquids",vegan,,2026-05-26T01:58:48.046969+00:00
5702,"Cherries, sweet, canned, light syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.047073+00:00
5703,"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",vegan,,2026-05-26T01:58:48.047212+00:00
5704,"Cherries, sweet, canned, pitted, heavy syrup, drained",vegan,,2026-05-26T01:58:48.047342+00:00
5705,"Cherries, sweet, canned, water pack, solids and liquids",vegan,,2026-05-26T01:58:48.047437+00:00
5706,"Cherries, sweet, dark red, raw",vegan,,2026-05-26T01:58:48.047855+00:00
5707,"Cherries, sweet, raw",vegan,,2026-05-26T01:58:48.047971+00:00
5708,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",vegan,,2026-05-26T01:58:48.048063+00:00
5709,"Cherry juice, tart",vegan,,2026-05-26T01:58:48.048155+00:00
5710,Chewing gum,ambiguous,,2026-05-26T01:58:48.048249+00:00
5711,"Chewing gum, sugarless",ambiguous,,2026-05-26T01:58:48.048532+00:00
5712,"Chia seeds, dry, raw",vegan,,2026-05-26T01:58:48.048631+00:00
5713,"CHICK-FIL-A, Chick-n-Strips",non_vegan,,2026-05-26T01:58:48.048721+00:00
5714,"CHICK-FIL-A, chicken sandwich",non_vegan,,2026-05-26T01:58:48.048859+00:00
5715,"CHICK-FIL-A, hash browns",non_vegan,,2026-05-26T01:58:48.048954+00:00
5716,"Chicken breast tenders, breaded, cooked, microwaved",non_vegan,,2026-05-26T01:58:48.049040+00:00
5717,"Chicken breast tenders, breaded, uncooked",non_vegan,,2026-05-26T01:58:48.049148+00:00
5718,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",non_vegan,,2026-05-26T01:58:48.049238+00:00
5719,"Chicken breast, fat-free, mesquite flavor, sliced",non_vegan,,2026-05-26T01:58:48.049362+00:00
5720,"Chicken breast, oven-roasted, fat-free, sliced",non_vegan,,2026-05-26T01:58:48.049457+00:00
5721,"Chicken breast, roll, oven-roasted",non_vegan,,2026-05-26T01:58:48.049552+00:00
5722,"Chicken patty, frozen, cooked",non_vegan,,2026-05-26T01:58:48.049652+00:00
5723,"Chicken patty, frozen, uncooked",non_vegan,,2026-05-26T01:58:48.049760+00:00
5724,"Chicken pot pie, frozen entree, prepared",non_vegan,,2026-05-26T01:58:48.049855+00:00
5725,Chicken spread,non_vegan,,2026-05-26T01:58:48.049955+00:00
5726,"Chicken tenders, breaded, frozen, prepared",non_vegan,,2026-05-26T01:58:48.050062+00:00
5727,"Chicken, breast, boneless, skinless, raw",non_vegan,,2026-05-26T01:58:48.050174+00:00
5728,"Chicken, breast, meat and skin, raw",non_vegan,,2026-05-26T01:58:48.053356+00:00
5729,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",non_vegan,,2026-05-26T01:58:48.053566+00:00
5730,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",non_vegan,,2026-05-26T01:58:48.053705+00:00
5731,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",non_vegan,,2026-05-26T01:58:48.053809+00:00
5732,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised",non_vegan,,2026-05-26T01:58:48.053952+00:00
5733,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled",non_vegan,,2026-05-26T01:58:48.054048+00:00
5734,"Chicken, broiler, rotisserie, BBQ, back meat only",non_vegan,,2026-05-26T01:58:48.054141+00:00
5735,"Chicken, broiler, rotisserie, BBQ, back, meat and skin",non_vegan,,2026-05-26T01:58:48.054232+00:00
5736,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",non_vegan,,2026-05-26T01:58:48.054359+00:00
5737,"Chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",non_vegan,,2026-05-26T01:58:49.920252+00:00
5738,"Chicken, broilers or fryers, giblets, cooked, fried",non_vegan,,2026-05-26T01:58:49.920537+00:00
